Unnamed: 0,#AUTHID,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
2031,c3f4b3e345cb6b032db2e0459d179db3,hug a vegetarian day ! ,0,1,1,0,1
2032,c3f4b3e345cb6b032db2e0459d179db3,"i dont mean to seem disrespectful , officer . but god damn , i want like three of you . ",0,1,1,0,1
2033,c3f4b3e345cb6b032db2e0459d179db3,new <allcaps> snl <allcaps> ! ,0,1,1,0,1
2034,c3f4b3e345cb6b032db2e0459d179db3,i for one am loving the wind ,0,1,1,0,1
2035,c3f4b3e345cb6b032db2e0459d179db3,also just got back from seeing the chief dance . ,0,1,1,0,1
2036,c3f4b3e345cb6b032db2e0459d179db3,needs something to do tomorrow / / wednesday afternoon … dont wana be around for fire code inspections . ,0,1,1,0,1
2037,c3f4b3e345cb6b032db2e0459d179db3,slept in like nobodys business today . makin biscuits . ,0,1,1,0,1
2038,c3f4b3e345cb6b032db2e0459d179db3,is making the coolest bracelet ever . ,0,1,1,0,1
2039,c3f4b3e345cb6b032db2e0459d179db3,"ive got troubled thoughts and the self esteem to match . what a catch , what a catch . - the music video is delightful <smile> ",0,1,1,0,1
2040,c3f4b3e345cb6b032db2e0459d179db3,"check your time boy , check your time ",0,1,1,0,1
2041,c3f4b3e345cb6b032db2e0459d179db3,is <user> . yes ! ,0,1,1,0,1
2042,c3f4b3e345cb6b032db2e0459d179db3,is watching snl <allcaps> <smile> ,0,1,1,0,1
2043,c3f4b3e345cb6b032db2e0459d179db3,superfast internet is beautiful . ,0,1,1,0,1
2044,c3f4b3e345cb6b032db2e0459d179db3,""" every generation had its socially conscious youth : flappers , beatniks , hippies , punks … today we have hipsters , but instead of contributing largely to a social cause , theyre just a bunch of pretentious pricks . "" ",0,1,1,0,1
2045,c3f4b3e345cb6b032db2e0459d179db3,"nap , two classes , headed home . ",0,1,1,0,1
2046,c3f4b3e345cb6b032db2e0459d179db3,"is just a teenage dirtbag , baby . yeah im just a teenage dirtbag baby . listen to iron maiden , baby , with me . oho <elong> … <smile> ",0,1,1,0,1
2047,c3f4b3e345cb6b032db2e0459d179db3,truth and beauty are wonderful words . but shrapnel is shrapnel . and at the end of the day i am alone with the things i have done . ,0,1,1,0,1
2048,c3f4b3e345cb6b032db2e0459d179db3,ordered a real winter coat today ! its been long overdue . ,0,1,1,0,1
2049,c3f4b3e345cb6b032db2e0459d179db3,is anticipating tonights criminal minds ! ,0,1,1,0,1
2050,c3f4b3e345cb6b032db2e0459d179db3,sophistica sherwood anderson ,0,1,1,0,1
2051,83b6e605652dbf6915856eea1ce419bd,is watching gossip girl . this may mean ive failed to acquire taste . ,0,0,0,1,0
2052,83b6e605652dbf6915856eea1ce419bd,mj <allcaps> died <sadface> ,0,0,0,1,0
2054,83b6e605652dbf6915856eea1ce419bd,is going to the lone star ruby conf . in august ! ,0,0,0,1,0
2055,83b6e605652dbf6915856eea1ce419bd,salvador dalis distorted clocks were inspired by melting cheese . i ll never eat a grilled cheese sandwich the same way again . ,0,0,0,1,0
2056,83b6e605652dbf6915856eea1ce419bd,"i find it funny that i keep clicking on unfamiliar names and wondering "" when did i friend this person ? "" and until i realize they got married . ",0,0,0,1,0
2057,83b6e605652dbf6915856eea1ce419bd,thinks ice is the best puppy treat ever ,0,0,0,1,0
2058,83b6e605652dbf6915856eea1ce419bd,puppy training classes then uga <allcaps> football we ,0,0,0,1,0
2059,83b6e605652dbf6915856eea1ce419bd,wine + cheese + teebows tears = fun ,0,0,0,1,0
2060,83b6e605652dbf6915856eea1ce419bd,enjoying the latest imogen heap album ,0,0,0,1,0
2061,83b6e605652dbf6915856eea1ce419bd,is in atlanta ,0,0,0,1,0
2062,83b6e605652dbf6915856eea1ce419bd,spending a night with <number> ibm <allcaps> programmers feels like a chapter out of microserfs . ,0,0,0,1,0
2063,83b6e605652dbf6915856eea1ce419bd,will miss stadler . ,0,0,0,1,0
2064,83b6e605652dbf6915856eea1ce419bd,i : heart ruby ,0,0,0,1,0
2065,83b6e605652dbf6915856eea1ce419bd,made spicy coconut soup m ,0,0,0,1,0
2066,83b6e605652dbf6915856eea1ce419bd,back in austin ,0,0,0,1,0
2067,83b6e605652dbf6915856eea1ce419bd,just watched back to the future for the first time ,0,0,0,1,0
2068,65266a09dc3d274bed54447cf4565392,argh y does everything need qualifications n not experience <sadface> ,0,0,0,0,1
2069,65266a09dc3d274bed54447cf4565392,gona miss u lots bojana <sadface> ,0,0,0,0,1
2070,65266a09dc3d274bed54447cf4565392,is eating a yummy watermelon ,0,0,0,0,1
2071,65266a09dc3d274bed54447cf4565392,"aww i dont feel <number> good , think i ate <number> much : s ",0,0,0,0,1
2072,65266a09dc3d274bed54447cf4565392,says y dont any <number> take me <number> who i am <sadface> ,0,0,0,0,1
2073,65266a09dc3d274bed54447cf4565392,he <repeat> need <number> stop doin all the fb quizzes <smile> ,0,0,0,0,1
2074,65266a09dc3d274bed54447cf4565392,"he <repeat> what im listening to is kinda working on my wall , <number> bad its a lil slow at updating <lolface> ",0,0,0,0,1
2075,65266a09dc3d274bed54447cf4565392,"we take life , we make life and now we must feast for the ones we love ",0,0,0,0,1
2076,65266a09dc3d274bed54447cf4565392,"we take life , we make life and now we must feast on the ones we love ",0,0,0,0,1
2077,65266a09dc3d274bed54447cf4565392,"im <allcaps> so <allcaps> happy <allcaps> its <allcaps> finally <allcaps> here <allcaps> , its <allcaps> been <allcaps> so <allcaps> long <allcaps> since <allcaps> we <allcaps> last <allcaps> had <allcaps> a storm <allcaps> <smile> bo <elong> all my cams suck they dont work at night , wish i got that <number> day now ! <sadface> ",0,0,0,0,1
2078,65266a09dc3d274bed54447cf4565392,im so fuckin pissed off ,0,0,0,0,1
2079,65266a09dc3d274bed54447cf4565392,hmm this ice lolly tastes of strawberry n apple flavored coolant <sadface> ,0,0,0,0,1
2080,65266a09dc3d274bed54447cf4565392,hey any <number> wana go <number> the balcony next sat ? ,0,0,0,0,1
2082,65266a09dc3d274bed54447cf4565392,lolz thx guys ,0,0,0,0,1
2083,65266a09dc3d274bed54447cf4565392,lolz been so long since i logged on here <lolface> ,0,0,0,0,1
2084,65266a09dc3d274bed54447cf4565392,might go n c motorhead live at the end of the month <smile> ,0,0,0,0,1
2085,65266a09dc3d274bed54447cf4565392,"aww im bak , but i wana go bak <number> reading <sadface> ",0,0,0,0,1
2086,65266a09dc3d274bed54447cf4565392,"cool weve got enough points on bejeweled <number> win the laptop , btw can i hav it if we do win <lolface> ",0,0,0,0,1
2087,65266a09dc3d274bed54447cf4565392,"stupid avg , im gona get rid of u wen i upgrade <number> win <number> ",0,0,0,0,1
2088,65266a09dc3d274bed54447cf4565392,busy designing characters boo wheres steve wen u really need him <sadface> ,0,0,0,0,1
2089,65266a09dc3d274bed54447cf4565392,yay got my new laptop <smile> aww but now im pretty skint <sadface> ,0,0,0,0,1
2090,8f9d4ed5d16ed1a67d734196d29d1f6b,who needs twitter when you have facebook ? ,1,0,1,1,1
2091,8f9d4ed5d16ed1a67d734196d29d1f6b,new guitar hero = freebird <elong> ! ,1,0,1,1,1
2092,8f9d4ed5d16ed1a67d734196d29d1f6b,"<number> publications in <number> years , yo i can divide / / thats one every lets say two , two of them shits was due / / one was - nah <elong> <allcaps> , the other was in the journal of mathematics / / thats a one hot publication every ten year average / / and thats so - lame <allcaps> ! ",1,0,1,1,1
2093,8f9d4ed5d16ed1a67d734196d29d1f6b,bet <allcaps> awards tonight at <number> ,1,0,1,1,1
2094,8f9d4ed5d16ed1a67d734196d29d1f6b,"my personality spans , too numerous a gentleman , intelligent , athletic , a thug and im humorous ",1,0,1,1,1
2095,8f9d4ed5d16ed1a67d734196d29d1f6b,"<user> , <user> , and <user> : <number> great men doing great things in <number> ",1,0,1,1,1
2096,8f9d4ed5d16ed1a67d734196d29d1f6b,can obama will the us <allcaps> to victory over brazil sunday ? ,1,0,1,1,1
2097,8f9d4ed5d16ed1a67d734196d29d1f6b,"ok , who wants to go to la <allcaps> with me tuesday for the mj <allcaps> memorial service ? ",1,0,1,1,1
2098,8f9d4ed5d16ed1a67d734196d29d1f6b,"after <number> tracks of illmatic in the car today , my grandma turns to me and says "" turn off this noise and put on michael jackson ! "" priceless ",1,0,1,1,1
2100,8f9d4ed5d16ed1a67d734196d29d1f6b,off to cornell for a week of probability . ,1,0,1,1,1
2102,8f9d4ed5d16ed1a67d734196d29d1f6b,"im serious , i have an extra ticket for the mj <allcaps> funeral . who wants to go ? ",1,0,1,1,1
2103,8f9d4ed5d16ed1a67d734196d29d1f6b,take me to a place without no name ,1,0,1,1,1
2104,8f9d4ed5d16ed1a67d734196d29d1f6b,does anyone know where i can find the firefighters test from the <user> case that is causing <user> so much consternation . ,1,0,1,1,1
2105,8f9d4ed5d16ed1a67d734196d29d1f6b,"forget fireworks , i want to see the <user> funeral . ",1,0,1,1,1
2106,8f9d4ed5d16ed1a67d734196d29d1f6b,im sort of half expecting mj <allcaps> to come dancing out of the hospital singing thriller ,1,0,1,1,1
2107,8f9d4ed5d16ed1a67d734196d29d1f6b,off to orlando for the weekend ,1,0,1,1,1
2108,8f9d4ed5d16ed1a67d734196d29d1f6b,bet <allcaps> awards sunday at <number> i will not forget this year . ,1,0,1,1,1
2109,8f9d4ed5d16ed1a67d734196d29d1f6b,loves hiding uninteresting people on his newsfeed . ,1,0,1,1,1
2110,8f9d4ed5d16ed1a67d734196d29d1f6b,""" im going to university of maryland , but i spent the summer at harvard <allcaps> . "" ~ dweeb ",1,0,1,1,1
2111,8f9d4ed5d16ed1a67d734196d29d1f6b,"flight delayed <number> hrs , but orlando intl airport has free wireless ! ",1,0,1,1,1
2112,8f9d4ed5d16ed1a67d734196d29d1f6b,off to see whats left of the beach boys ( i go white one day a year ) ,1,0,1,1,1
2113,8f9d4ed5d16ed1a67d734196d29d1f6b,get around <repeat> i get around still down with the underground when i come around ,1,0,1,1,1
2114,8f9d4ed5d16ed1a67d734196d29d1f6b,time to swim ,1,0,1,1,1
2115,8f9d4ed5d16ed1a67d734196d29d1f6b,going surfing with <user> ,1,0,1,1,1
2116,8f9d4ed5d16ed1a67d734196d29d1f6b,""" why is america like michael jackson ? both achieved their peaks with a moonwalk performed decades ago "" ~ <user> ",1,0,1,1,1
2117,8f9d4ed5d16ed1a67d734196d29d1f6b,"today at the gym i saw on tv <allcaps> that michael jackson was dead . i was so shook up i couldnt keep working out . also , i will do anything to skip dumbell lifts . they really suck . ",1,0,1,1,1
2118,8f9d4ed5d16ed1a67d734196d29d1f6b,ready for summerfest ! ,1,0,1,1,1
2119,8f9d4ed5d16ed1a67d734196d29d1f6b,<user> was not as cool as i thought he would be . ,1,0,1,1,1
2121,8f9d4ed5d16ed1a67d734196d29d1f6b,its all about control and if you can take it . ,1,0,1,1,1
2122,8f9d4ed5d16ed1a67d734196d29d1f6b,one is apt to overestimate beauty when it is rare ~ <user> ,1,0,1,1,1
2123,8f9d4ed5d16ed1a67d734196d29d1f6b,could only gaze on <user> from afar today at disney worl <smile> ( ,1,0,1,1,1
2124,8f9d4ed5d16ed1a67d734196d29d1f6b,off to chi town for some information theory ,1,0,1,1,1
2125,8f9d4ed5d16ed1a67d734196d29d1f6b,it is time to return to hogwart ,1,0,1,1,1
2126,8f9d4ed5d16ed1a67d734196d29d1f6b,there are too many imitation <user> s on facebook . ,1,0,1,1,1
2127,8f9d4ed5d16ed1a67d734196d29d1f6b,i wanna do bad things to you … ,1,0,1,1,1
2128,8f9d4ed5d16ed1a67d734196d29d1f6b,"only engineer to rewrite history without a pen / / no rfid <allcaps> on my mac , let the story begin … <repeat> begin … begin ",1,0,1,1,1
2129,8f9d4ed5d16ed1a67d734196d29d1f6b,nothins equivalent to a new york state of mind . ,1,0,1,1,1
2130,8f9d4ed5d16ed1a67d734196d29d1f6b,back in boston finally . ,1,0,1,1,1
2131,8f9d4ed5d16ed1a67d734196d29d1f6b,"<user> wrote that "" pure democracy "" doesnt work because "" there is nothing to check … an obnoxious individual . "" then , in the margins , he doodled a picture of <user> the plumber . ",1,0,1,1,1
2132,8f9d4ed5d16ed1a67d734196d29d1f6b,i will show you <user> s birth certificate when you show me <user> s high school diploma . ,1,0,1,1,1
2133,8f9d4ed5d16ed1a67d734196d29d1f6b,this year for eid i want to see my muslim president on all the morning talk shows at once . ,1,0,1,1,1
2134,8f9d4ed5d16ed1a67d734196d29d1f6b,just got the new <user> album ! ,1,0,1,1,1
2135,8f9d4ed5d16ed1a67d734196d29d1f6b,"ok change of plans again , and back to gekko . ",1,0,1,1,1
2136,8f9d4ed5d16ed1a67d734196d29d1f6b,an evening with gorden gecko . ,1,0,1,1,1
2137,8f9d4ed5d16ed1a67d734196d29d1f6b,in la <allcaps> ,1,0,1,1,1
2138,8f9d4ed5d16ed1a67d734196d29d1f6b,"actually most people on twitter are old republicans who dont know how to use facebook or who are morally opposed to "" poking "" strangers . ",1,0,1,1,1
2139,8f9d4ed5d16ed1a67d734196d29d1f6b,cant a man enjoy his nobel peace prize for a day ? just for a day <allcaps> ! ? ,1,0,1,1,1
2142,8f9d4ed5d16ed1a67d734196d29d1f6b,change of plans : an evening with <user> instead . ,1,0,1,1,1
2143,8f9d4ed5d16ed1a67d734196d29d1f6b,and now it is time for the yankees to break the curse of bin laden . ,1,0,1,1,1
2144,8f9d4ed5d16ed1a67d734196d29d1f6b,is hooked on katamari ,1,0,1,1,1
2145,8f9d4ed5d16ed1a67d734196d29d1f6b,arab money ready to go ,1,0,1,1,1
2146,8f9d4ed5d16ed1a67d734196d29d1f6b,"and finally , thanks to capitalism , the curse of bin laden is broken . go <allcaps> yankees <allcaps> ! now lets rebuild those towers and get out of afghanistan . ",1,0,1,1,1
2147,8f9d4ed5d16ed1a67d734196d29d1f6b,in <number> years went from <user> to <user> … ,1,0,1,1,1
2148,8f9d4ed5d16ed1a67d734196d29d1f6b,is going to learn japanese . ,1,0,1,1,1
2149,8f9d4ed5d16ed1a67d734196d29d1f6b,"ugh , why did i eat those donuts ? never again ! ",1,0,1,1,1
2150,8f9d4ed5d16ed1a67d734196d29d1f6b,will not be compromised by some puny prodigal pathetic pitiful pusillanimous putrid punk from bangladesh ,1,0,1,1,1
2151,8f9d4ed5d16ed1a67d734196d29d1f6b,jay zzz in a tux at the american music awards … priceless ,1,0,1,1,1
2153,8f9d4ed5d16ed1a67d734196d29d1f6b,""" i dont have to explain anything to you solecistic amoebas "" ~ <user> ",1,0,1,1,1
2154,8f9d4ed5d16ed1a67d734196d29d1f6b,shippin off to vancouver ,1,0,1,1,1
2155,8f9d4ed5d16ed1a67d734196d29d1f6b,happy birthday <number> th jay zzz ! ,1,0,1,1,1
2156,8f9d4ed5d16ed1a67d734196d29d1f6b,"will boycott any sponsor pulling their tiger woods advertising . gillette , gatorade , youve been put on notice . ",1,0,1,1,1
2157,8f9d4ed5d16ed1a67d734196d29d1f6b,<user> is going to ny <allcaps> for her next concert on nov . <number> nd ,1,0,1,1,1
2158,8f9d4ed5d16ed1a67d734196d29d1f6b,<user> makes me wanna be a republican . ,1,0,1,1,1
2159,8f9d4ed5d16ed1a67d734196d29d1f6b,rip <allcaps> <user> ,1,0,1,1,1
2160,8f9d4ed5d16ed1a67d734196d29d1f6b,"tomorrow , we snowboard . ",1,0,1,1,1
2161,8f9d4ed5d16ed1a67d734196d29d1f6b,"has just finished watching the wire , and it was awesome . ",1,0,1,1,1
2162,8f9d4ed5d16ed1a67d734196d29d1f6b,"senator <user> reminds me of senator <user> , but considerably more treacherous . ",1,0,1,1,1
2163,8f9d4ed5d16ed1a67d734196d29d1f6b,"in kabul <elong> <allcaps> ! desert city bringin down empires theres nothin we can do now were in kabul <elong> <allcaps> ! the streets will make you feel so screwed no hope cuz were all doomed lets here it for kabul <allcaps> , kabul <allcaps> , kabul <elong> <allcaps> ! ",1,0,1,1,1
2164,8f9d4ed5d16ed1a67d734196d29d1f6b,we got <number> ! ,1,0,1,1,1
2165,8f9d4ed5d16ed1a67d734196d29d1f6b,<user> is coming back to the wwe <allcaps> ,1,0,1,1,1
2166,8f9d4ed5d16ed1a67d734196d29d1f6b,<user> is gorges . ,1,0,1,1,1
2167,8f9d4ed5d16ed1a67d734196d29d1f6b,forgive me for what i am about to do tonight . ,1,0,1,1,1
2168,8f9d4ed5d16ed1a67d734196d29d1f6b,i need the wisdom of a wise latina . ,1,0,1,1,1
2169,8f9d4ed5d16ed1a67d734196d29d1f6b,hot <number> is finally streaming online . sweet . ,1,0,1,1,1
2170,8f9d4ed5d16ed1a67d734196d29d1f6b,"me , im doin business and no one aint ever seen us / / if jay zzz payin <user> , im payin <user> ",1,0,1,1,1
2171,8f9d4ed5d16ed1a67d734196d29d1f6b,"greed , for lack of a better word , is gy . ",1,0,1,1,1
2172,8f9d4ed5d16ed1a67d734196d29d1f6b,will not <allcaps> under any circumstances attend a spring weekend concert headlined by dashboard confessional . ,1,0,1,1,1
2173,8f9d4ed5d16ed1a67d734196d29d1f6b,do it for <user> … ,1,0,1,1,1
2174,8f9d4ed5d16ed1a67d734196d29d1f6b,congratulations <user> on your new baby ! ,1,0,1,1,1
2175,8f9d4ed5d16ed1a67d734196d29d1f6b,reading the holy kloran ,1,0,1,1,1
2176,8f9d4ed5d16ed1a67d734196d29d1f6b,"we got your back harry "" healthcare "" reid ",1,0,1,1,1
2177,8f9d4ed5d16ed1a67d734196d29d1f6b,just bought some <number> thread sheets ,1,0,1,1,1
2178,8f9d4ed5d16ed1a67d734196d29d1f6b,is in a bangla state of mind ,1,0,1,1,1
2179,8f9d4ed5d16ed1a67d734196d29d1f6b,<user> should have thanked <user> in her grammy speech ,1,0,1,1,1
2180,8f9d4ed5d16ed1a67d734196d29d1f6b,hot : <user> is an awesome ta <allcaps> . ,1,0,1,1,1
2181,8f9d4ed5d16ed1a67d734196d29d1f6b,"will someone please <allcaps> explain to me why everyone thinks <user> is so awesome ? i mean if you put <user> , <user> , or <user> on all of my songs , they would sound just as good , if not better . ",1,0,1,1,1
2182,8f9d4ed5d16ed1a67d734196d29d1f6b,i have <number> cliques in my facebook network . ,1,0,1,1,1
2183,8f9d4ed5d16ed1a67d734196d29d1f6b,just sewed on my first button . ,1,0,1,1,1
2184,8f9d4ed5d16ed1a67d734196d29d1f6b,dunk contest was lame this year . everything the knicks touch dies . ,1,0,1,1,1
2185,692758eda219c4fdb6aa64e929be3ff0,found out that jolly pirate donuts near her house in wv <allcaps> was the one shown on that smoking gun episode ! awesome ! <smile> ,0,1,1,0,1
2186,692758eda219c4fdb6aa64e929be3ff0,is feeling a little subbydub today . ,0,1,1,0,1
2187,692758eda219c4fdb6aa64e929be3ff0,has a new baby sister ! little baby no name ! ,0,1,1,0,1
2188,692758eda219c4fdb6aa64e929be3ff0,"just found an organization called think before you speak that flips out about people saying , "" thats gay , "" claiming that its offensive . thats pretty gay , if you ask me . ",0,1,1,0,1
2189,692758eda219c4fdb6aa64e929be3ff0,"there is now officially a tea growing subbydub ocean , according to <user> . ",0,1,1,0,1
2190,692758eda219c4fdb6aa64e929be3ff0,has officialy decided that <user> is named after <user> . ,0,1,1,0,1
2191,692758eda219c4fdb6aa64e929be3ff0,"is back from the beach a little scraped up and sunburned , but otherwise okay ! ",0,1,1,0,1
2192,692758eda219c4fdb6aa64e929be3ff0,"is in georgia tomorrow , then to florida saturday , and back to georgia sunday . ",0,1,1,0,1
2193,692758eda219c4fdb6aa64e929be3ff0,s epic wound is starting to heal ! yay ! ,0,1,1,0,1
2194,692758eda219c4fdb6aa64e929be3ff0,has only <number> more days to use the governments money . anyone want me to go run the water and waste some more of their money ? got any grudges ? <smile> ,0,1,1,0,1
2195,692758eda219c4fdb6aa64e929be3ff0,cant remember the name of that agility school in wv <allcaps> and cant find it on the internet ! anyone else remember ? dad or mj <allcaps> ? ,0,1,1,0,1
2196,692758eda219c4fdb6aa64e929be3ff0,"is in valdosta tomorrow , then to st . augustine saturday , then back to valdosta sunday , and back home to charleston sunday , too . ",0,1,1,0,1
2197,692758eda219c4fdb6aa64e929be3ff0,just scrubbed the inside of the car . in the dark . with the mosquitoes . ,0,1,1,0,1
2198,692758eda219c4fdb6aa64e929be3ff0,"just got back from the pool . wow , im exhausted … ",0,1,1,0,1
2199,692758eda219c4fdb6aa64e929be3ff0,"stayed up to finish the kite runner last night , probably around four in the morning . im not sure because i dont have a clock up there ! lol ",0,1,1,0,1
2200,692758eda219c4fdb6aa64e929be3ff0,"just finished "" there are no children here . "" it was horrendous . ",0,1,1,0,1
2201,692758eda219c4fdb6aa64e929be3ff0,"s little sister told her that she could "" ride her tricycle with no handlebars . "" as long as you dont start singing their more political songs , sweetie . <lolface> ",0,1,1,0,1
2202,692758eda219c4fdb6aa64e929be3ff0,just planned the perfect field trip . <smile> ,0,1,1,0,1
2203,692758eda219c4fdb6aa64e929be3ff0,"spent <number> hour in the car , <number> hours in potomac mills , only went to <number> stores , and got just a cup out of the whole day . wow <allcaps> . ",0,1,1,0,1
2204,692758eda219c4fdb6aa64e929be3ff0,is going to try drawing upstairs . didnt work so well in the car . usually a change of atmosphere helps . ,0,1,1,0,1
2205,692758eda219c4fdb6aa64e929be3ff0,"the early bird gets the worm … but the second mouse gets the cheese in the trap . words to live by . i do , at least . ",0,1,1,0,1
2206,692758eda219c4fdb6aa64e929be3ff0,"just got back from the zoo . no gray wolves , no giraffes … really not much of anything . <sadface> ",0,1,1,0,1
2207,692758eda219c4fdb6aa64e929be3ff0,"s mom cant find a cheap orange jansport backpack online because <user> used one in twilight , so everyones paying top dollar for them . hilarious . <smile> ",0,1,1,0,1
2208,692758eda219c4fdb6aa64e929be3ff0,"is having fun learning the <number> principles of animation . also , i drove on a road for the first time yesterday . dont worry ; it was just a few blocks , and everyone should be back on their feet in no time . <smile> ",0,1,1,0,1
2209,692758eda219c4fdb6aa64e929be3ff0,"just told <user> died . there was a short pause . "" we need a new <user> . "" nice . ",0,1,1,0,1
2210,692758eda219c4fdb6aa64e929be3ff0,s hamster died last night . <sadface> ,0,1,1,0,1
2211,692758eda219c4fdb6aa64e929be3ff0,tuition at rhode island is <number> grand ! ,0,1,1,0,1
2212,692758eda219c4fdb6aa64e929be3ff0,"the girl walking me to my classes today asked me if i played any sports . haha <repeat> <allcaps> ha <allcaps> ha <repeat> ha … ahh , thats funny . silly cheerleaders . ",0,1,1,0,1
2213,692758eda219c4fdb6aa64e929be3ff0,"might need to make an easier "" how well do you know "" quiz . go take it and tell me . ; ) ",0,1,1,0,1
2214,692758eda219c4fdb6aa64e929be3ff0,just found out that you lose your sense of smell when you sleep . interesting . ,0,1,1,0,1
2215,692758eda219c4fdb6aa64e929be3ff0,does not <allcaps> like this <user> chick ! at all ! ,0,1,1,0,1
2216,692758eda219c4fdb6aa64e929be3ff0,cant get the freaking pictures on facebook to work ! i hate that app ! > <sadface> ,0,1,1,0,1
2217,692758eda219c4fdb6aa64e929be3ff0,just filled out a survey to get monthly email coupons for proplan at complete petsmart ! awesome ! <smile> ,0,1,1,0,1
2218,692758eda219c4fdb6aa64e929be3ff0,thinks maybe that trying to upload a <number> meg photo <repeat> crappy facebook isnt such a good idea … ,0,1,1,0,1
2219,692758eda219c4fdb6aa64e929be3ff0,"s mom just said , "" <user> s right ! "" lol <allcaps> ! ",0,1,1,0,1
2220,692758eda219c4fdb6aa64e929be3ff0,<user> s tantrum has finally come to a close . phew ! ( read my note for more details <smile> ) ,0,1,1,0,1
2221,692758eda219c4fdb6aa64e929be3ff0,thinks that people should learn more about a foreign countrys customs and be more polite in said foreign country ! ,0,1,1,0,1
2222,692758eda219c4fdb6aa64e929be3ff0,"s back does not like to tan ( or sunburn ) evenly ! my back is splotchy again , and this time i didnt even use sunscreen ! > <sadface> ",0,1,1,0,1
2223,692758eda219c4fdb6aa64e929be3ff0,"had only <number> hours of sleep last night and somehow feels fine , but will have <number> <number> hours of sleep on schooldays and cannot seem to wake up in the morning . what the crap is that ? ",0,1,1,0,1
2224,692758eda219c4fdb6aa64e929be3ff0,really thinks theres no <allcaps> way <allcaps> she ll finish that collage by tomorrow . seriously . ,0,1,1,0,1
2225,692758eda219c4fdb6aa64e929be3ff0,"finds it funny how absolutely kung fu panda dominated the <user> last year . even wall <allcaps> - e didnt stand a chance ! ( oh , yeah , thats what <user> was named after . <smile> ",0,1,1,0,1
2226,692758eda219c4fdb6aa64e929be3ff0,"finally found her tea diffuser ! its tea time , beeyotch ! … hmm , am i allowed to say that ? guess i ll find out when im grounded for a week … <smile> ",0,1,1,0,1
2227,692758eda219c4fdb6aa64e929be3ff0,"s venus fly trap caught its first bug : a little gnat . aww , they grow up so fast … ",0,1,1,0,1
2228,692758eda219c4fdb6aa64e929be3ff0,"loved <allcaps> the new family guy the other night . watching the disney scene was a lot of fun . on that note , its all animated in korea . what is up with that ? cant we animate our own shows in our own country ? ! ",0,1,1,0,1
2229,692758eda219c4fdb6aa64e929be3ff0,has a new cell number : ( <number> ) <number> <number> save it now . save <allcaps> it <allcaps> ! ,0,1,1,0,1
2230,692758eda219c4fdb6aa64e929be3ff0,had a half day today ! yay ! ,0,1,1,0,1
2231,692758eda219c4fdb6aa64e929be3ff0,"new bones yesterday , new soup and dog whisperer tonight , and new simpsons and family guy sunday ! and ive brought my science grade up from an <number> to a <number> ! wo <allcaps> ! ",0,1,1,0,1
2232,692758eda219c4fdb6aa64e929be3ff0,really needs to plan out the next two days carefully … hmm … <neutralface> ,0,1,1,0,1
2233,692758eda219c4fdb6aa64e929be3ff0,"s mom is playing scrabble . mom : "" what the heck does rehem mean ? oh , wait ; that was my word . "" i think she needs to go lay down like <user> for a little while . ",0,1,1,0,1
2234,692758eda219c4fdb6aa64e929be3ff0,is alive . you should try it sometime ; its a lot of fun . ,0,1,1,0,1
2235,692758eda219c4fdb6aa64e929be3ff0,"jumping on the lyrics for status bandwagon : dont let apathy police the populace , we will march across those stereotypes that were marked for us . the answers obvious ; we switch the consonants and change the "" sword "" to "" words "" and lift continents . <number> / / <number> <heart> ",0,1,1,0,1
2236,692758eda219c4fdb6aa64e929be3ff0,"watched the presidents speech yesterday . wow , im so <allcaps> indoctrinated ! [ / / sarcasm ] stupid radical jerks … ",0,1,1,0,1
2237,692758eda219c4fdb6aa64e929be3ff0,"tiny fingers … cant type … pinky hurts … too many octaves … why ? why , genetics , why ? ",0,1,1,0,1
2238,692758eda219c4fdb6aa64e929be3ff0,"thinks people should either do something or shut up and deal ! we were the ( pretty much ) first country to have a peaceful transfer of power between political parties . lets go back to those times , shall we ? if youre not gonna do anything about what you dont like , then please , shut up and leave everyone else alone . kthxbi . ",0,1,1,0,1
2239,692758eda219c4fdb6aa64e929be3ff0,"s weird cat came inside not for a bowl of food , but for a bowl of water . i poured some water over near where he was outside and he came trotting over straight into my arms ! <lolface> <allcaps> ",0,1,1,0,1
2240,692758eda219c4fdb6aa64e929be3ff0,"what <allcaps> ? why <allcaps> did <allcaps> no <allcaps> one <allcaps> tell <allcaps> me <allcaps> that <allcaps> zombieland <allcaps> was <allcaps> filmed <allcaps> at <allcaps> wild <allcaps> adventures <allcaps> ? ! so those guys trying to recruit lhs <allcaps> students for a "" big movie making fun of zombie movies filmed near wa <allcaps> and in the woods "" were actually legit ! omg <allcaps> i have to go see it ! also , all you people in valdosta fail for not telling me about it ! <smile> ",0,1,1,0,1
2241,692758eda219c4fdb6aa64e929be3ff0,"cant believe how many restaurants and stores didnt have their flags at half staff today ! how can you possibly forget what today is , especially if the building right next to you has theirs at half staff ? <number> / / <number> <heart> ",0,1,1,0,1
2242,692758eda219c4fdb6aa64e929be3ff0,new cell number : ( <number> ) <number> <number> ,0,1,1,0,1
2243,692758eda219c4fdb6aa64e929be3ff0,"helps the police , because nice police are nice to me ! <lolface> <allcaps> ",0,1,1,0,1
